name,finding_id
Decreased estrogen,recVf19bBJmMTiSV1
Pale and dry vulvovaginal mucosa,recC2lUJRZfG5WB4X
Increased vaginal pH (>= 4.6),recicnZ4bFCJ1D4rb
Postcoital bleeding,recDzrEHc8IUsurPT
Vulvar excoriations,recGpbmtLeCDpZssh
Reported burning sensation,rec26QqW4iK8AVykG
Reported use of hormonal contraceptives,recOUAh7gOvlmQIOo
Family history of lymphoma,recv5XGp8WtMcgiHt
Ophthalmoplegia,recsWVhMZL9hUjk7R
Reported delirium,recpySNEFbwBtACQg
Malabsorption,recN8DqQzlYC4mlCE
Increased brain copper content,recjJnHq3n6jg0pTv
Family history of Wilson's disease,recUnjyYLrD01V3Og
Age 5-35,recCA7oW493G2us7W
Decreased caeruloplasmin,recBNPPMIykirxc0Z
Exposure to aedes mosquitoes,rec6CG0zC6ntdhb0Z
Guillain-Barré,recyzuqlqfXglCYYO
Myelitis,recjjpNxsQFXyIqJL
Anuria,recWLIbPChZMUZHUR
Reported bleeding,recrC5LsX1Qipy1qf
Decreased blood flow,recw7cavS2Z1ZoWwv
Organ failure,recpO7jtrHBMAvyls
Recent history use of NSAIDs,recezJzkDDuJdkery
Allergic reactions,recEbHYJW4bbiwKip
Kidney stones,recXIYPYb1YfDqxez
Blockage of the urinary tract,recOFqSiVkWM6n64Y
Enlarged prostate,recYTGwwrBa2jnhSY
"Bladder, prostate, or cervical cancer",recHJkHJvjUtYWxJ4
Bladder outlet obstruction,reciM3gA6mYjQy2ZF
Pale skin,reckYC2unsgAz4N1W
Breath may have a musty or sweet odor,recqJuRiFgEHHPHyy
Reported acetaminophen use,recQNF85xyrkRTNEn
Reported use of herbal suplements,recqUlaWNiLpWM90G
Toxins,rec8AovOGpcHzNh7h
Heat stroke,recctUDmvUW2G3en1
Light stools,reciyD3gN3upe9rBI
Increased amylase,reclZrLNoqKzb8f1w
Increased GGT,recZKO71qd7AyQc4O
Fluid drainage from the ear,rec3t5pd6ZYgpsq32
Eustachian tube blocked,recAmYGHB8tjEomxR
Flu,recV81i770LWIh1up
Cold,recRLa6dOApMoEBZ1
Enlarged adenoids,reccxfISF5SPEYXbK
Children,recOqvtUkgWIlqIFt
Reported abdominal pain that feels worse after eating,rec2jhgfUeJqBIhSp
Gallstones,recKANvKYrDrax2gl
Cystic fibrosis,recLdPc9cpuDdhlYm
Medications,rec5IuEnXinRMDhl0
Metabolic disorders,rectQ8ydeXsC6gULT
Shortness of breath when lying down,recBuybe3a50AjF0r
Reported recent heart surgery,rec7GSu6qmOVceeB8
Systemic inflammatory disorders,recVBYKLLueO7K1D2
Pulsus paradoxus,recNA0zME4FBj9R5n
Reported burning on urination,recLrDfnpqfGH8Yjy
Vesicoureteral reflux,reciLXjIB0M2VgBol
Leukocyturia,rech98RUSamLcQdpq
Reported recent lung surgery,recyGMljVnLTYIfPU
Pancreatitis,recEssf4mKwksaHoh
Hypercapnia,recovoAvPiTzTlJoT
Escherichia coli,recxmUn8aS5dbHX36
Pelvic discomfort,recsSQyVBEZint91d
Premenopausal,recU6FUtTjrYpWL9p
Reported viral syndrome,rec75bJwp50i77ZIX
Reported thick yellow or green mucus discharge from the nose,rec47KMNDYFdDJRLN
Reported drainage of mucus in the back of the throat,recFSaGetLT4HTfFk
"Reported pain, pressure, or tenderness behind the eyes, nose, cheeks, or forehead",recFPGOnc4B2hfArs
Reported reduced sense of smell,recRm5VddfMbuL9QX
Prior stroke,rec9jdNL8ZzC9fEeU
Prior mastectomy,recvv5WxMRyZo2R72
Arm fracture,recAgFKyvzfTgceXD
Reported tuberculosis,recOvTUfJ71e0RQ9v
Acne,recj10fJX6SpvgqgY
Excess facial and body hair,recNdVk7HKAXcXDp2
Low bone density,recRY7IkyvpUL73rE
Increased serum adrenaline,recw1EQuqY7QEmune
Reported cysts in or on the adrenal glands,recjM2z2ljaosxXpO
Adenoma in adrenal glands,recwiP90FdNhg2U2W
Reported cravings for alcohol,recgjXuFatJ0WXOQu
Reported failure to fulfill domestic or work obligations,recrxwBkYi27MxpQ5
Reported continuing to drink despite negative consequences,recBAQKHL7kA3jdgh
Reported reduction in social and work activities and hobbies,recvSrBzE96awKNdt
Reported consumption of alcohol in unsafe situations,recJKsSOMqafcVTZn
Reported tolerance to effects of alcohol,recXPPf1p2zFdVEFd
Withdrawal symptoms when reducing alcohol intake,recpsFV6JruMwzFZg
"Genetic, psychological, social and environmental factors ",recKADXZ5EAEzcPOT
Passing blood in the stools,recOOhcI6d23TFH22
Increased urine protein,rec3YB9Zdd0zyI2yg
Kidney failure,recB7oQU83uO7qras
Reported pulsating sensation,recoxnGTmem6wqA56
Chronic obstructive pulmonary disease,recRJuuvxY8ZLVqcm
Sense of fullness or bloating,recdtywqo5z23yHwL
Abdominal swelling,rec3BPYtzc6CUVgpA
Indigestion,rec5rNArhrPe9Jrtl
Changes to belly button,rechrGFl96q3VVHt8
Hemorrhoids,rech8WzkbOrtT527k
Reported bringing back up undigested food,rects60QqGjNwcF2T
choking and coughing fits,rec02GR4GM9tN7S5w
Reported repeated chest infections,recuHMU3OCrnMbFqq
Reported drooling of vomit or saliva,recQbyII3FaOEl8wm
Swollen hands and feet – you may notice a change in the ring or shoe size,recM1vuDzByCLtzhH
Reported sleep apnea,recf7G2A2zBAlMMES
"Gradual changes in facial features, such as your brow, lower jaw, and nose getting larger, or teeth becoming more widely spaced",rectUY4xOfCKnjVLG
Abnormally large hands and feet,rec9dgqZ7Vyo0FF9w
"Large, prominent facial features",rec9oWwnDvzrhfbGj
Oily skin,recTZRmodFakVL4qJ
Blocked appendix,reclPxIDLTKiGrV7e
Recent brain surgery,recUybZzr6AAWFMgs
Blockage,recQXOxZPcdkfDxqE
Reported pain in the upper jaw,recY4MuharST2B3ua
Chest congestion,recBO5AvUCgwA8GPS
Runny nose,recP7ysvvdsxMFGko
Elderly,recIkIHE4vGJu8xHw
Chest discomfort,recSrRhDP7jKF7py4
Malnutrition,recXt831MWR72MQjp
Hispanic,recGPqc45QQzGkV0L
Elderly age,recthS2fFAjQSKWVa
Reported urinary tract infection,recxFtRSxKVLebXk4
Urinary catheter,recluOVFlU2BzNkVy
Recent pelvic surgery,recgRJlpryzbi0byD
"Reported itchy nose, mouth, eyes, throat, skin",rec8GvQ75AIkJtJQT
Reported watery eyes,recUkP7d7n65py1rX
Atopy,recjugwHs8mC1e43C
Atopic eczema,rec5KsLsIwRrI9gb9
Eye that wanders inward or outward,rectUytWDJ5RRriAb
Eyes that appear to not work together,recLOuQvH67GMqQkP
Poor depth perception,recC9GGdOlUvfIJFY
Squinting or shutting an eye,recTORduZIjoTYYQx
Head tilting,recRo7s8IfDkxRY1z
Abnormal vision screening test,recUsnRs1UaL9ULz1
Difference in sharpness of vision between the eyes,recfD3rJNfHhGgxPh
Deprivation,recDtWuUeOKRgpO02
Reported developmental disability,recHJJp3E2bX2kqr4
Reported difficulty chewing,rec592kXAUrSkFGOF
Age 55-75 years,recXfHFe32ubCsDz0
Reported painful bowel movements,recDFh7HP4vO6dgGn
Passage of large stool,recRlYSXOL5fu3Iem
Reported anal pain,recwkwIHBSLqk0xK0
Anal mass,recCu8RWcgwRJVSkg
Reported anal bleeding,recnZuV16maKTkvcH
Decreased mean corpuscular volume,recUWl78NqoUeFVXU
Decreased ankle range of motion,recpIWVLsUKohcreQ
Ankle instability,recLEtliBmLdn6t8C
Reported popping sensation at the time of injury,recwVJr8lZvX2jFCP
Sports participation,recHriwjQLnVjewUh
Walking or running on uneven surfaces,recoz3iy29aFdYPfs
Prior ankle injury,recOqunJEQVquxvlK
Poor physical condition,recJyjOfDD1YFoIiR
Improper shoes,recSQJpEaGR80NO0S
Late adolescence or early adulthood,recjvrzI1wnTdkICY
HLA-B27 gene,rec9pPbPslVzNIUKB
Lung disease,recBEk9gWGZJGdawl
Anti glomerular basement membrane antibodies,recHWdPHBUfMsp5FB
Neutralizing anti-EPO Abs,rec54DWgtzimNhgK4
Anti-phospholipid antibodies,recAuQWjgHiT56DIM
Age between 20 and 50 years,recH5pZr2ViePDL74
Syphilis,rec8JIVPr0QnJ2SXn
Injury,rechjbrie0sME2UfD
Quincke’s sign,recqGUCSQPqUcDuQH
Muller’s sign,recXMTkiNuJE2EcYo
Corrigan’s pulse,recqcLt2YVHMNeYro
De Musset’s sign,reckxanKGD6ZO9Ah6
Reduced ability to do normal activities,recA8O0Hll8J1GGHG
Reported restlessness,recnpODnmI4GMsOGH
Artificial insemination,recT9WXhuc4C4Gfxu
Intrauterine insemination,recLBiTnu5e6g3G2S
In Vitro fertilization,recRZ9qKFLkhvcKK5
Ovarian stimulation (with medications),recCRvAhhZZoSvacI
Multifetal gestations,recY2yjp1hd2WIYKn
Placenta previa,recCRpmFYltyMyyjz
Tight chest,rec9hlOxvcriYfonV
Symptoms are worse at night,recvbYJ7fHCXczdcz
No signs or symptoms of a urinary tract infection,rec9FmIfpGYo3IOB9
Bacterial colonization of the urinary tract,rec35DDQE9ao5R1mC
Death,reciZgccJD3Nf1Aj9
Respiratory arrest,recGaHYeIWbzevrdh
Cranial nerve deficits,recO03KaRF0WVXPN4
Red to brownish-gray patches,recq7wPPzIzImwvOY
"Cracked, scaly skin",recZgJBHkJgGFQfSD
"Small, raised bumps, which may leak fluid and crust over when scratched",rectBJM3xv3nqb6cI
"Raw, sensitive, swollen skin from scratching",recxYNQGnhw8C288t
Heart valve disease,recHzmnHDSZ4bmFY9
Congenital heart disease,recTjmYe1TgjlE5lT
Cardiomyopathy,recE9MnNDJVUou0Q5
"Pericarditis
",rec9fRo7ZrrACyMjI
Pre-syncope,recz5MNfC0nB232ks
Being unable to sit still,recvQS0MWzrqlhgtz
Constantly fidgeting,recq8oV067EZzIm49
Being unable to concentrate on tasks,recI6OEab1p18Bc1f
Excessive physical movement,recvI6uK0prgQP9hu
Excessive talking,recnb0q34ZqWBlyb9
Acting without thinking,recQWtP8jUzjsewRz
Interrupting conversations,recVnxDT56XgITR1K
Little or no sense of danger,recqB2RSVwVopnmgP
Epilepsy,recArNQPNtWcS8Ic9
Autistic spectrum disorder (ASD),recOd00e009SjQjBN
Dyslexia,recq7ZexBu9wloi7l
Obsessive compulsive disorder (OCD),reciGfiz35m03JFKV
Bipolar disorder ,rec0uZ7GhttIUFIqp
Personality disorders,recK0u1LJIcijWaeU
Decreased haptoglobin,rec0JLaBJOjPe4EGY
Liver necrosis,rec5bK7ZIStj7LwHr
Uncontrolled activation of the complement system,recL2vfaDWmStUTlU
Thrombotic microangiopathy,recZ5k9sQ3bzefeQS
Hyperactivity ,recqZYACv61l2K0Lv
Impulsivity,recPuf5ckQziTAB3L
Short attention span,rec7A0vfu39p69Ni3
Aggression,recZKtwlMfSIqQi8q
Causing self injury,recVOTKXBxtqluxdZ
Temper tantrums,rec39OQagNCZUzlV9
Unusual eating and sleeping habits,recQ5qBWhJ1bDgyup
Avoids or resists physical contact,recd3h3S3b2ja8vmO
Only interacts to achieve a desired goal,recEpGvB3212RF9jv
Has trouble understanding other people’s feelings or talking about own feelings,recFEsrSMchvrPaGc
Repeat words or phrases over and over (echolalia),recTYGpCkpFMZHMkC
Give unrelated answers to questions,recPsVWb6C5JmsRuc
Have delayed speech and language skills,recduq6MYw7L5UoyH
Not respond to their name by 12 months of age,recjtJcfiQ0H4LKki
Get upset by minor changes,recNDASsLshQQ0947
Not point at objects to show interest (point at an airplane flying over) by 14 months,rec0ifOh0vkKzzisS
Not play “pretend” games (pretend to “feed” a doll) by 18 months,recOvTDNK5g5P3doW
Abdominal discomfort,reccqPXvVXciGjOlP
Enlarged liver,recUPviIHhv8OJlyS
"Reported a strong fish-like odor, especially after sex",recai9Ek9CHEXGjEq
Douching,recnI3Z69BkEP81Qu
Natural lack of lactobacilli bacteria,recCG3YzuhvGb74jE
Repetitive behaviour,recpQiDbgbn1nkIBA
Social inappropriateness,recEJX4s1nY8jFzSO
Wandering,recmTOAk8mCgXMXya
"Disordered movement of the muscles that control facial expressions, such as smiling, squinting, blinking, or closing the eyelid.",rec3UPboigJqlVUHP
Loss of feeling in the face,receLFJAYmwKp6rhe
Drooling,recVnQvypGp4fOXQw
Tearing,recnsrtAabQEg6uC3
Loss of the taste on the front of the tongue,recJsrQLFwnzN6dXB
Hypersensitivity to sound,recP9EK4wJWGLEttr
Inability to close one eye,recXWMZxvug6hGGHa
Sarcoidosis,recPIxxMPHRGAvLFh
Myasthenia gravis,recljPjaMNd1ajNT0
Multiple sclerosis,recHSEBkfXHyrRcir
Herpes simplex virus,recxzKVzuYSQMiwn3
Idiopathic,reczXCfiWkoAbF60j
Primary sclerosing cholangitis,recL6Fqa9eXhiKRjj
Reported chronic liver disease,reca4Qy95UB6Uvm80
Bile duct problems present at birth,recF47mXxXhclOt9h
A liver parasite,recmFqrUB7EPXkZKd
pH of the blood,recFxNz4gKUnG71uy
Blood gas analysis,reciRdvLfq3i7BbA7
Decreased oxygen in blood,recykTjRIkWAwXzKR
Carbon dioxide in blood,rec8ekIKiUFN8sn1o
Chronic kidney disease,recFqlIGHdV2WVCdC
Pericardial tamponade,recp4WEhQIeCTxjBk
Broken bone,recxvHoLh6fXhUXQJ
Breast cancer,rec6NmXMDCjZwFbhU
Kidney cancer,recGAZZ2Eba5uJBEJ
Lung cancer,rec5YO29pGilq6Ujk
Lymphoma,rec68lLaCJigbUSxF
Multiple myeloma,recOF5WRP1aBUqO3W
Prostate cancer,rec0t5DVQk373UeoS
Thyroid cancer,recSytHtkaS0et3IL
Decreased risk of asthma and allergies,rec9vMGtRQvjCd0OO
"Reported fewer ear infections, respiratory illnesses, and bouts of diarrhea",rec7C8J92elX92FDZ
Ideal nutrition,reca37xGJa2vNrvv0
Antibodies,recjzPBGRy2MZiK8k
Better immune system,recGHjjpwyiWYuliE
Coughing up yellow or green mucus daily,recDIfxm1sUXadEHL
Allergic bronchopulmonary aspergillosis (ABPA),recMbfVjhNU6dwuu6
Cilia abnormalities,recAD1KGVm3dFRQGf
Whooping cough,recKjXC9lsBI3QzUr
Measles,recZ7QzHuar31nfDu
no cold,recikOYTXtzupPb4M
Symptoms flare up with exercising,recDC1JQp5tMQmtAm
Myeloproliferative diseases,recY8wLuMrdyfLTxG
Sickle cell disease ,recfjKDsDb6PKAPMS
Esophageal varices ,recvvedTYVDrucOsj
High serum protein concentrations (>2 g/dL),reci5Yio0VFPFLRAa
 White blood cell count < 500/µL,recUMrL154TLdVDmy
Serum ascites–albumin gradient < 1.1,rec7qwJ8J4hx4x4ED
Limited head and neck movement,recYJqorslT98peY4
Trouble breathing without apparatus and assistance,recDv5F1djJy675pz
Loss of sensation,reccPB2TGOlT2Cw0O
Loss of movement,reccdCeYs3MCVz9y1
"Changes in the color, thickness, or amount of mucus",recoSW4C71VrInWco
Feeling the need to increase your oxygen if you are on oxygen,recJkwFrlgfFag1p0
Bronchopneumonia,recbTmk4FhZRsTRsT
Impaired or absent taste,recPdp62HFBEBGDiR
"Tumor pressing on nerves, bones, or organs",recdUwy2J9iG4irEI
Bone cancer,rectys6EMMTAqLPtM
Bone metastasis,recN5JM1U1iGzPx8J
" Dull, achy, sharp or burning pain",reco9IIa1Pqb8Trft
Opioids for cancer pain,recEnlmImCoazrh5F
Non-opioids and other drugs for cancer pain,rec6wLfZlN84OMM6q
"Fatigue often described as ""paralyzing""",rec0iiKLlamW3KxN0
Fatigue doesn't come from activity or exertion,recP62IJvgTjLiGdH
Fatigue is not relieved by rest or sleep,recMjuwiRE85QhwYw
Reported exposure to radiation therapy,recSn2XGHR4EnOXj5
Bone marrow transplant,recMDIjWQWEQ6pfZI
Biologic therapy,rec905W36sE8zSD54
"Tumor-induced ""hypermetabolic"" state",rec1c00SQV8mbskCM
Restrictive cardiomyopathy,recyNVXMBMtU9MqF2
Reported excessive urination at night,recc81wX98bdMpGf7
No pulse,recRwJ4mZ87GIcm5h
Colapse,recWF8kPV4BF9Bnt3
Reported a bump or blister at the bite or scratch site,recGg521dz7ZCXWC3
The catheter may become contaminated upon insertion,recz6GOl33VfQghpP
The drainage bag may not be emptied often enough,recetMQdszHMjF5GJ
Bacteria from a bowel movement may get on the catheter,recxQpQlEpgI5417t
Urine in the catheter bag may flow backward into the bladder,recXCcXReO4T5EBcY
The catheter may not be regularly cleaned,reciabLn4ewBEU7uz
Gluten-sensitive enteropathy,recaZZtxhcu7z0mNj
Dermatitis herpetiformis,rece7pcMOJUrmUp1L
Red area of skin that tends to expand,recpTifepfoQ7QGZl
Reported red spots,rec77LFvCl0v6tIwR
Warmth,recKCjdQvmGDNdh1e
Skin dimpling,recKQx5EVnfxnQLUS
Skin conditions,recxQSHQxGgbd5UGg
Leukemia,rec1rzbb5mBxZnXPd
"Painful sensations such as tinging, burning, or dull ache",recdNzXwZB2jrd17c
Pus or bad smell around the central line site,recY9Kx5TRcRKtCZ1
Difficulty with infusion or aspiration,rechArLOQCtHmSRoh
Erythema of limb,recFuGzXnCPFyjLrq
Superficial venous distension,rec9cv9GwNEYTzKTd
Phlebitis,recnMS7SCETDOrHWZ
Meningitis,recMGf18mBd6cNzlA
Encephalitis,recNHROqgTJXoozAI
Brain tumor,recvB6tS7AJ16MZA2
"Narrowed ear canal (from birth, chronic inflammation, or injury)",reczsyrsvszVFX0XY
Making too much earwax due to injury,recOHD7gXCDqnB9UW
Visual disorder,recpfrYVe5UcU9gno
Drooping eyelid,recE5hpRfTe6F4pst
Swollen neck,recEvO9gUnOFerkzy
Reported human papillomavirus infection,recTHC9pQTBIKemgh
Reported a sensation of pelvic pressure,receG98n4VuYzcijE
Braxton-Hicks-like contractions,rec4CQPdRw2WnQL6Q
Short cervical length,recyxD6CVvhnHPZ2j
Prior miscarriage or preterm delivery,recFtNtbPwz8nHNhn
Prior D&C procedure (dilation and curettage) or loop electrosurgical excision procedure (LEEP),recPhZL7y6jCnq824
Twins or multiples pregnancy,recBVD1uc2FMeGias
Injury from a previous childbirth,recXxCf6WskB04Jge
Reported inability to groom or dress oneself,recrNEsM4vpkA5Qcj
Fluid accumulation,recGGXbAMvG2BXwYV
Necrotic effect,recPWkorRYRwdomtk
Tingling,recXp6nspl7XSqM6b
"Increased sensitivity to touch, temperature, pressure, pain",recOCXeWzrjG9ppRO
"Difficulty with fine motor skills, such as writing, buttoning, unbuttoning and picking up small objects",recm1IdjNDgKIXz2j
Symptoms are usually symmetrical and start with fingers and toes. progressing toward the body  ,recZXI980al8iswik
Locking of the joint,recUJ5O3BAINvsbKW
"Reported pain in the lower back, between the genitals and anus, above the pubic bone, and in the testicles",rect4NkWwCLklj38O
Reported pain with bowel movements,reco2Uqp6VvBJ3JhG
Reported sour taste,rec2N24oOXIt8VSZJ
Cholesteatoma,rec2KpeIzmhRiVPbS
Perforated eardrum,rec5khyidVULYNlQk
Difficulty falling asleep at night,recl3KAUKBTbN4yor
Waking up during the night,recsjMwY53XYKTzEc
Waking up too early,recDMbjeCCZIQeyAP
Not feeling well-rested after a night's sleep,recbSTNl0eTfx5G8J
Increased errors or accidents,recKMM5R5Kv9MS9c6
Ongoing worries about sleep,rec8RFXqTCz4DqIsW
Poor sleep habits,recUwDTaNGVHvFyaz
Eating too much late in the evening,recrdKCcRCHHBlzU3
GFR,recdVQ4oASr89KDcc
Stop activating calcitriol,recaXhUbpd5gnVcFi
Renal osteodystrophy,recBA0XvHeUptJ89e
Intensely itchy rash of bumps and fluid-filled blisters,recNRGmVaYnouBEKn
Oozing blisters that leave crusts and scales,recklZrzIJJ24yoDv
Rash comes and goes,recCHLGktEjI8dadh
Exposure to irritans,rec2DMCrwvzoXGKle
"Jobs including cleaning, metalworkers, construction workers, hairdressers and cosmetologists",recyjdUrzm0bxzyUq
Reported mouth sores,recDYTnjqHt1gpkVT
Pain or drainage near or around the anus due to inflammation from a tunnel into the skin (fistula),recEu1pgqUx642Css
Eastern European,recLykPJklE6ygiBw
Undescended testicle,recJyrBqU55Oofxw3
"Fatty tissue deposits, particularly around the midsection and upper back, in the face (moon face), and between the shoulders (buffalo hump)",recYwHK0zIJtJEf8e
Decreased libido,recQxYYYDtWoCVxNk
Decreased fertility,recejaeKsDIbNlTiY
ACTH secreting tumor,recYvkPpSmDbV5vDo
Exercise intolerance,recsNp42j6w6Px8q5
Repeated lung infections,rec3q7EujgrDvP06h
"Foul-smelling, greasy stools",rec4bAWsYaWCjfQPG
Poor weight gain and growth,rec2DUG1vsfDknwB2
"Intestinal blockage, particularly in newborns (meconium ileus)",reckvltSomJzRiHys
Northern European,rectS8QXlBKx8GhQZ
Bronchiectasis,recoZkNQAT6q04z6r
Reduced female fertility,rec4BobTUCuC9oHIA
Red or darkened skin around the painful area,recaC2gj6KlNafA8c
Swollen veins that are hard or sore when you touch them,recQrPmaryMqXCSZQ
Reported personality or behaviour changes,recjjKU84AQ2VtcvO
Loss of ability to do everyday tasks,recypejaKEloPsuAP
Contraction of the arms and legs,rec80hRcArE5Sed1S
Splitting of the skin of the fingers,recYCCkekPeEkVhBv
Learning and developing more slowly than other children same age,recrDUzZ2bA9UbVzY
"Rolling over, sitting up, crawling, or walking much later than developmentally appropriate",recmYP6LhZhKmkzXM
Difficulty communicating or socializing with others,recn07TyH9aiCHAUD
Lower than average scores on IQ tests,recDfYdly9InhURA0
Difficulties talking or talking late,rec5oAyIfLrf9faNJ
Having problems remembering things,rec81VufejytOTHlD
Inability to connect actions with consequences,recqHVFWicEY8SAP8
Difficulty with problem-solving or logical thinking,recshBAJAIiYHmiqq
Trouble learning in school,recaxxAufCYrtoJgD
Phenylketonuria,recxjxPViLDLvTM1c
Reported changes in foot skin color and temperature,recIcOcfkg6woJTvp
Corns or calluses,reczbFDdfbYjM8c0M
"Dry cracks in the skin, especially around the heel",recWpSLMPPFChCaSK
Fungal infection of the foot,recmrNclGm9HZHB6H
Poorly controlled diabetes,reckFBrt2S4GVo10X
Poor circulation,recEE5zs40IF5p2Gw
Nerve damage,recSEHstRMLKH3rhj
Peripheral vascular disease,recpLxXb9g1eve3sJ
Bladder or bowel problems,recs4GcURpGfqp16U
Decreased sexual response,recxXNQ8P7G6g03fZ
Changes in the way your eyes adjust from light to dark,reckADNuB0SQ1cN1H
Reduced need for insulin or diabetes medicine,recuzgZjtKqRatRAS
Reported gradually worsening vision,recX1eMI3zdmoVwvD
Reported sudden vision loss,recNImdBzoRvWURjb
Increased need to urinate,recCgUmexOaT7ygfB
Paget's disease of the breast,recCGAEHLOM2K0IJ7
Nipple pain,rec62DTOpwKpezbhg
Inverted nipple,recrrjTkenIb9zJtA
Reported changes to the breast or nipple that are different from the ones present on period,reca4kD90fT3yPOJI
"Reported excessive consumption of fats, especially saturated and trans fats",rec72LtgNeWzXIpNV
Cushing’s syndrome,recOXN8uufcUioVkj
Abdominal aortic aneurysm,rec2j99x2Konqd4dP
Vulvar edema,recglumPJLTvyGEEO
Vulvar fissures,receRXfnTh98KTM1K
Vulvovaginal petechiae,reckkrXS9rJltta6v
Reported gingival bleeding,recMpp6XtZE4gIzpq
Reported proton-pump inhibitor use,recPnGvIoVjBS0Nqs
Reported metformin use,reczdEYlWUOG11676
Cerebellopontine angle mass,recRqNSh0LNJdfyRb
Internal auditory canal mass,recuiWFEGmFifMUnZ
Focal spinal tenderness,recxRJqgjeTj4kW4P
Bone marrow edema,recuKSJe0TUMBlNGg
Spinal accumulation of radiotracer,rec7ARfKjfLRXzOOD
Periosteal reaction,recvDGf9xqhqD5yuY
Reported dyslipidemia,recFxFdNlpUOAWjkz
Dysarthria,recTPJ8kkoWCObJq0
Purulent endotracheal secretions,recm7KvVXSoHUJT2Z
Reported venous thromboembolism,recX0KIJSKlWJPelx
Missed menstrual periods,rec5o3QkVNNEQo5as
Swollen breasts,recBmj3NJQXxEsH2h
Tiny blisters that rupture and develop a honey-colored crust over the sores (ulcers),recqRSzv3hGkSU8Eq
Poor hygiene,recyKPcIEvpqO2RAM
Moist environment,recCFd0uf0XCg5l4W
Parasite infections,recZXEu32ynCeKlCD
Eosinophilic esophagitis,recLHXiOrMy6uFveQ
Churg-Strauss Syndrome,recZevaunZcyZqQd9
Reported food getting stuck in the throat,recrvGbtmqgtUdyiB
Large number of eosinophils in the esophagus,reczHEBgXb1EkStka
Trouble getting an erection,recoLafHWC7kZ9WN8
Reported trouble keeping an erection,recTkmzNzAJQDHr9P
Peyronie's disease ,reci6Ml0I4Ea9seeg
Acid reflux,recDNmDyYlrUjRQlO
Barrett’s esophagus,rectBVF23h4vbNpwe
Achalasia,recXyteAiUdZezE7u
Having the sensation of food getting stuck in your throat or chest or behind your breastbone (sternum),recT6Q8O8cuFvgU1Y
Having to cut food into smaller pieces or avoiding certain foods because of trouble swallowing,rec11nk2ND11dAUpM
Esophageal stricture,rec9FeXTKxJk1D9yN
Esophageal tumors,recsWaWaBxCtil47p
Esophageal ring,recE2FcmkYynl8Qqt
Scleroderma,recgzAm7psdWxSO5G
Hiatal hernia,recUHj9dpZ6nnlVMk
Peptic ulcer disease,recgsZIVMM7Og6qr9
Stupor,recMr3PIA2d1gBpRa
Brain damage,recnUOg8wG1mtRTuO
Intestinal congestion,reckEmhJnEWd8Utxs
Intestinal ischemia,recMkXooZsuUqtHBD
Antiphospholipid syndrome,recoivuVz4Riahlx9
Hyperhomocysteinemia,recMphWbvrt3Dw5b0
Abdominal muscle weakness,recHaOmLvDFRLK37W
Retinal abnormalities,recfoudbORo2Ah92t
Respiratory affection,recyBkdkCcdUsF86G
Hip weakness,recox3eN8MVnAHELW
Joint and spinal abnormalities,rec86uHmo0Z0J71MF
Lower leg weakness,rec6q09cvRok2o02x
Shoulder weakness,recLiaHx4oZyYFz11
Asymmetrical limb weakness,recEEccrW3k7Iwsmv
Embryo freezing,rec89nvgGPUd8uBXb
Egg (oocyte) freezing,recMvyIgzGLIjLCIg
Ovarian tissue freezing,recI9KvGA5rUSg3qU
Ovarian transposition,rech3XKrSch1XutYL
Fertility-sparing surgery,rec6eV8Ms7DLHofM1
Ovarian suppression,recRTQRuoc3lrD9Nw
Progesterone therapy for early-stage uterine cancer,recyHCcPWEyaOZhl6
Renal atrophy,reclhZavHzhRczTFe
Temporary loss of vision,recvncmekFdfDZbKK
Difficulty speaking,recdOTPQ2n5Tf2t0d
Temporomandibular joint syndrome,recNHi5EZcrHcu088
Irritable bowel syndrome,receZXWhnYGiVq1Vr
Reported sore and red tongue,rec7HGFeR2KjpIsCZ
Increased MCV,recXJV5xUHIsfubbH
Decreased hemoglobin,recNLvOWh3GwmZZuU
Lack of folic acid in diet,recsaxg7Z3ajgfx8B
Tingling or itching in the mouth,recDfRvzL4V7kTgzY
"Raised, itchy red rash",recngNdp9EJUvYmIt
Anaphylaxis,rec7a4clOc0NnOvcm
Laryngitis,rec1weyIQp16vjPUl
Reported eating large meals or eating late at night,recYRySnBOvd9pE9S
Reported fatty or fried foods,recBXGR1aTx9HxDTt
Coffee consumption,recInArSmzyT6r0t7
Large varices with red marks,recK1MORs6ErIxkns
Feeling full very quickly when eating,recziguYDB0XRUARr
Recent history weight loss (bariatric) surgery ,recvO3aofyhjelbEP
Recent history removal of part of the stomach (gastrectomy),recyLwm09XEaU6vkZ
Differences in brain chemistry and function,recuPmhgLpMoab8WN
Differences in the way threats are perceived,rec4VhUOfl0stgaKT
Development and personality,rec2GFkk7dJPvQb9X
Scabs,recV8kE22PSxIwWlu
Jaw pain,recftQAI5HJAKMhQp
"Sudden, permanent loss of vision in one eye",recnxYmtC06xUqusE
"Reported use of prednisone, prednisolone, dexamethasone, and cortisone",rec3z0jvxxR6vmxcV
"Red, shiny skin over the affected joint ",rec5WfURHtPPqtJ0N
"Eating foods that cause a build-up of uric acid, such as red meat, offal and seafood",recB1bOluBOsgUWdS
"Red and swollen tonsils, sometimes with white patches or streaks of pus",recxIkxbjv7k0n2Nb
